Ref,Val,Package,PosX,PosY,Rot,Side
"C2","NC","C_1206_3216Metric_Pad1.33x1.80mm_HandSolder",110.016902,24.608701,0.000000,bottom
"C31","NC","C_1206_3216Metric_Pad1.33x1.80mm_HandSolder",110.016902,21.968400,0.000000,bottom
"G5","LOGO","danger1_negative",112.979200,53.390800,180.000000,bottom
